,photoid,uid,unickname,datetaken,dateuploaded,capturedevice,title,description,usertags,machinetags,longitude,latitude,accuracy,pageurl,downloadurl,licensename,licenseurl,serverid,farmid,secret,secretoriginal,ext,marker
50,43077,34427465504@N01,Trinity,2004-06-06 14:49:47.0,1086574105,FUJIFILM+FinePix+S5000,KC+Zoo+%234,Huge+turtle+chows+down.,"2004,photo,turtle,unfound",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43077/,http://farm1.staticflickr.com/1/43077_b1dba331e5.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,b1dba331e5,b1dba331e5,jpg,0
51,43078,34427465504@N01,Trinity,2004-06-06 14:53:58.0,1086575677,FUJIFILM+FinePix+S5000,KC+Zoo+%234,Giraffes%2C+zebras%2C+and+some+sort+of+antelopes,"2004,photo,unfound,zoo",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43078/,http://farm1.staticflickr.com/1/43078_2fd2f48b5f.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,2fd2f48b5f,2fd2f48b5f,jpg,0
52,43079,34427465504@N01,Trinity,2004-06-06 15:03:56.0,1086575681,FUJIFILM+FinePix+S5000,KC+Zoo+%235,Lovebirds%21,"2004,lovebirds,photo,unfound,zoo",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43079/,http://farm1.staticflickr.com/1/43079_b734b43fd5.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,b734b43fd5,b734b43fd5,jpg,0
53,43080,34427465504@N01,Trinity,2004-06-06 14:57:02.0,1086575684,FUJIFILM+FinePix+S5000,KC+Zoo+%236,Lion+and+lioness+at+the+zoo.,"2004,lion,photo,unfound,zoo",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43080/,http://farm1.staticflickr.com/1/43080_3b44122475.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,3b44122475,3b44122475,jpg,0
54,43081,34427465504@N01,Trinity,2004-06-06 15:08:18.0,1086575688,FUJIFILM+FinePix+S5000,KC+Zoo+%237,This+rhino+just+had+a+baby.++So+cute+%3A%29,"2004,photo,rhino,rhinoceros,unfound,zoo",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43081/,http://farm1.staticflickr.com/1/43081_5b95214ace.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,5b95214ace,5b95214ace,jpg,0
55,43082,34427465504@N01,Trinity,2004-06-06 15:01:51.0,1086575692,FUJIFILM+FinePix+S5000,KC+Zoo+%238,A+lioness%2C+close-up+%28and+through+glass%2C+obviously%29,"2004,lion,photo,unfound,zoo",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43082/,http://farm1.staticflickr.com/1/43082_6f51ec6810.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,6f51ec6810,6f51ec6810,jpg,0
56,43083,34427465504@N01,Trinity,2004-06-06 15:11:49.0,1086575695,FUJIFILM+FinePix+S5000,KC+Zoo+%239,A+chimpanzee%2C+who+looks+a+bit+pouty.,"2004,chimpanzee,photo,unfound,zoo",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43083/,http://farm1.staticflickr.com/1/43083_6bec2dc431.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,6bec2dc431,6bec2dc431,jpg,0
57,43084,34427465504@N01,Trinity,2004-06-06 15:32:31.0,1086576167,FUJIFILM+FinePix+S5000,KC+Zoo+%2310,Oh%2C+I+want+a+hippopotamus+for+Christmas....,"2004,hippopotamus,photo,unfound,zoo",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43084/,http://farm1.staticflickr.com/1/43084_655e870206.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,655e870206,655e870206,jpg,0
58,43085,34427465504@N01,Trinity,2004-06-06 15:39:30.0,1086576171,FUJIFILM+FinePix+S5000,KC+Zoo+%2311,A+baboon+paces+the+path+around+the+edge+of+its+enclosure,"2004,baboon,photo,unfound,zoo",,-94.529864,39.006595,16.0,http://www.flickr.com/photos/34427465504@N01/43085/,http://farm1.staticflickr.com/1/43085_3eeb31825e.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,3eeb31825e,3eeb31825e,jpg,0
59,43086,34427465504@N01,Trinity,2004-06-06 19:50:31.0,1086576631,,Crazy+motorcycle,This+picture+didn%27t+quite+turn+out%2C+but+you+can+see+this+motorcycle+in+the+upper+right+corner.++We+were+driving+down+the+highway+and+passed+this+thing.++It%27s+a+motorcycle+with+one+wheel+in+the+front%2C+two+in+the+back%2C+and+a+two-person+cab+of+sorts.++We+passed+it+and+were+almost+a+mile+ahead+of+it+before+I+remembered+that+I+had+a+camera+with+me.++I+couldn%27t+see%2C+but+Cal+said+the+people+laughed+and+waved+when+he+took+their+picture.++I+guess+you+get+used+to+it+when+you+drive+something+like+that+%3A%29,"2004,bees,cal,motorcycle,photo,unfound,visit",,-93.721479,38.773433,16.0,http://www.flickr.com/photos/34427465504@N01/43086/,http://farm1.staticflickr.com/1/43086_a6b0951838.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,a6b0951838,a6b0951838,jpg,0
60,43087,34427465504@N01,Trinity,2004-06-05 18:14:59.0,1086577091,FUJIFILM+FinePix+S5000,Rainy+Cal,Here%27s+Cal%2C+also+rather+wet+from+the+sudden+downpour.++He+ran+faster+than+me%2C+so+he+didn%27t+get+quite+as+wet+as+I+did.,"2004,bees,cal,photo,unfound,visit",,-93.721479,38.773433,16.0,http://www.flickr.com/photos/34427465504@N01/43087/,http://farm1.staticflickr.com/1/43087_5e273dc961.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,5e273dc961,5e273dc961,jpg,0
61,43398,34427469121@N01,George,2004-06-05 12:29:27.0,1086632790,FUJIFILM+FinePix+S5000,The+ball+game.,Seattle+Mariners+4%2C+Chicago+White+Sox+2%21,"baseball,catch,seattle",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43398/,http://farm1.staticflickr.com/1/43398_0288ffd88e.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,0288ffd88e,0288ffd88e,jpg,0
62,43399,34427469121@N01,George,2004-06-04 19:58:56.0,1086632793,FUJIFILM+FinePix+S5000,Downtown+Seattle,Yes%2C+I+was+driving+when+I+took+this.+Hence+the+focus+issues.,"road+trip,seattle",,-122.324609,47.632486,13.0,http://www.flickr.com/photos/34427469121@N01/43399/,http://farm1.staticflickr.com/1/43399_b4ff0d2e49.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,b4ff0d2e49,b4ff0d2e49,jpg,0
63,43400,34427469121@N01,George,2004-06-05 12:29:38.0,1086632797,FUJIFILM+FinePix+S5000,Standing+around+at+the+ball+game,Lots+of+dudes+spend+lots+of+time+standing+around+at+the+baseball.,"baseball,goofing+off,mariners,seattle",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43400/,http://farm1.staticflickr.com/1/43400_221556ef80.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,221556ef80,221556ef80,jpg,0
64,43401,34427469121@N01,George,2004-06-04 20:00:48.0,1086632800,FUJIFILM+FinePix+S5000,Looking+past+downtown+Seattle,Yes%2C+yes...+I+was+driving+while+I+took+this+one+too.,"dangerous,seattle",,,,,http://www.flickr.com/photos/34427469121@N01/43401/,http://farm1.staticflickr.com/1/43401_d4871b0c4c.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,d4871b0c4c,d4871b0c4c,jpg,0
65,43402,34427469121@N01,George,2004-06-05 12:30:08.0,1086632804,FUJIFILM+FinePix+S5000,Safeco+Field,Quite+an+impressive+field...+40%2C000+people...+kept+nice+and+dry+by+a+roof+that+comes+over+when+it+rains...+and+it+did.,"architecture,baseball,seattle",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43402/,http://farm1.staticflickr.com/1/43402_dfa7d6f53a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,dfa7d6f53a,dfa7d6f53a,jpg,0
66,43407,34427469121@N01,George,2004-06-05 12:31:43.0,1086633406,FUJIFILM+FinePix+S5000,Homer%21,Yes%21+This+dude+hit+a+home+run%2C+AND+I+took+a+photo+of+it%21%21+By+pure+chance+of+course.,"baseball,homer,love+handles,seattle",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43407/,http://farm1.staticflickr.com/1/43407_8ba1c91e85.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,8ba1c91e85,8ba1c91e85,jpg,0
67,43408,34427469121@N01,George,2004-06-05 13:09:48.0,1086633409,FUJIFILM+FinePix+S5000,Suse+at+Safeco,This+is+my+mate%2C+%3Ca+href%3D%22http%3A%2F%2Fwww.fruitmusic.com.au%2Fsusie.htm%22%3ESusie%3C%2Fa%3E%2C+returning+to+our+seat%2C+which+was+very+high+up%2C+but+the+view+was+good.,"baseball,seattle,susie",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43408/,http://farm1.staticflickr.com/1/43408_816936a2e7.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,816936a2e7,816936a2e7,jpg,0
68,43410,34427469121@N01,George,2004-06-05 13:24:21.0,1086633417,FUJIFILM+FinePix+S5000,Da+Moose,Hours+of+fun+for+the+whole+family.,"baseball,moose,seattle",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43410/,http://farm1.staticflickr.com/1/43410_90cf5913ff.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,90cf5913ff,90cf5913ff,jpg,0
69,43411,34427469121@N01,George,2004-06-05 13:09:22.0,1086633420,FUJIFILM+FinePix+S5000,Ichiro,The+very+handy+batter...+struck+this+pose+before+settling+down+every+time+he+faced+a+pitch.,"baseball,ichiro,seattle",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43411/,http://farm1.staticflickr.com/1/43411_2dea15673e.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,2dea15673e,2dea15673e,jpg,0
70,43412,34427469121@N01,George,2004-06-05 13:55:55.0,1086633424,FUJIFILM+FinePix+S5000,The+roof+is+closing+in,It+was+raining.+They+closed+the+roof.,"baseball,engineering,seattle",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43412/,http://farm1.staticflickr.com/1/43412_2ce4766c0b.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,2ce4766c0b,2ce4766c0b,jpg,0
71,43418,34427469121@N01,George,2004-06-05 14:01:48.0,1086633681,FUJIFILM+FinePix+S5000,Posture,He+must+have+flexible+hamstrings.+That%27s+all+he+did%2C+pretty+much+all+game.,"baseball,posture,seattle",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43418/,http://farm1.staticflickr.com/1/43418_9fbbeee958.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,9fbbeee958,9fbbeee958,jpg,0
72,43419,34427469121@N01,George,2004-06-05 12:28:35.0,1086633684,FUJIFILM+FinePix+S5000,Collusion,Is+the+umpire+touching+the+catcher%3F,"baseball,seattle,whispering",,-122.332506,47.591491,13.0,http://www.flickr.com/photos/34427469121@N01/43419/,http://farm1.staticflickr.com/1/43419_9b2932dc2c.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,9b2932dc2c,9b2932dc2c,jpg,0
73,43425,34427469121@N01,George,2004-06-05 16:34:59.0,1086634009,FUJIFILM+FinePix+S5000,Storm+again,Yes%2C+another+driving+shot...+but+this+time+I+was+a+passenger.,"seattle,storm",,,,,http://www.flickr.com/photos/34427469121@N01/43425/,http://farm1.staticflickr.com/1/43425_983232d2d7.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,983232d2d7,983232d2d7,jpg,0
74,43538,34427469121@N01,George,2004-06-07 12:21:01.0,1086653951,FUJIFILM+FinePix+S5000,Corporate+push+ups,Gets+the+juices+flowing%21+Creative+juices%2C+that+is.,"jason,ludicorp,machismo,push,pushups,stewart",,-123.120689,49.27687,15.0,http://www.flickr.com/photos/34427469121@N01/43538/,http://farm1.staticflickr.com/1/43538_d3f15020fa.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,d3f15020fa,d3f15020fa,jpg,0
75,43545,34427469121@N01,George,2004-06-07 12:21:16.0,1086653960,FUJIFILM+FinePix+S5000,Dos+Pesos,He+was+doing+push+ups+as+well.,"chihuahua,dog,dos+pesos,ludicorp",,-123.120689,49.27687,15.0,http://www.flickr.com/photos/34427469121@N01/43545/,http://farm1.staticflickr.com/1/43545_fc498ea3b0.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,fc498ea3b0,fc498ea3b0,jpg,0
76,43546,34427469121@N01,George,2004-06-07 12:21:48.0,1086653964,FUJIFILM+FinePix+S5000,Dos+eye+view,This+is+the+height+that+he+operates+on.,"ludicorp,shoes",,-123.120689,49.27687,15.0,http://www.flickr.com/photos/34427469121@N01/43546/,http://farm1.staticflickr.com/1/43546_66a1ecdc49.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,66a1ecdc49,66a1ecdc49,jpg,0
77,43598,34427469121@N01,George,2004-06-07 16:25:43.0,1086654347,FUJIFILM+FinePix+S5000,Dos+Pesos+rests,He+was+tired+after+his+workout.,"chihuahua,dog,dos+pesos,ludicorp",,-123.120689,49.27687,15.0,http://www.flickr.com/photos/34427469121@N01/43598/,http://farm1.staticflickr.com/1/43598_0b45705e12.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,0b45705e12,0b45705e12,jpg,0
78,43898,34427465504@N01,Trinity,2004-06-08 11:29:05.0,1086715959,FUJIFILM+FinePix+S5000,Attack+of+the+Clouds,I+think+it+looks+a+little+like+an+eagle+swooping+down+to+catch+a+mouse.,"2004,cloud,photo,unfound",,-93.440796,38.760236,16.0,http://www.flickr.com/photos/34427465504@N01/43898/,http://farm1.staticflickr.com/1/43898_2106259147.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,2106259147,2106259147,jpg,0
79,43900,34427465504@N01,Trinity,2004-06-08 11:32:53.0,1086715966,FUJIFILM+FinePix+S5000,Lettuce,Close-up+of+loose-leaf+lettuce,"2004,green,lettuce,photo,unfound",,-93.440796,38.760236,16.0,http://www.flickr.com/photos/34427465504@N01/43900/,http://farm1.staticflickr.com/1/43900_487870e2ff.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,487870e2ff,487870e2ff,jpg,0
80,43901,34427465504@N01,Trinity,2004-06-08 11:34:21.0,1086715970,FUJIFILM+FinePix+S5000,Lettuce+2,Loose-leaf+lettuce+again%2C+this+time+in+black+and+white,"2004,lettuce,photo,unfound",,-93.440796,38.760236,16.0,http://www.flickr.com/photos/34427465504@N01/43901/,http://farm1.staticflickr.com/1/43901_317c0bc0c4.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,317c0bc0c4,317c0bc0c4,jpg,0
81,44739,34427469121@N01,George,2004-06-09 18:11:40.0,1086829900,,Experience+Music+Project,Not+quite+as+nice+as+the+new+library%2C+but+still+pretty.,"architecture,experience+music+project,seattle",,-122.349157,47.62138,13.0,http://www.flickr.com/photos/34427469121@N01/44739/,http://farm1.staticflickr.com/1/44739_9a05c0273b.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,9a05c0273b,9a05c0273b,jpg,0
82,44751,34427469121@N01,George,2004-06-09 18:19:21.0,1086830361,,Vancouverian+Owl,She+just+sat+up+there+for+ages.+Didn%27t+move.,"owl,vancouver",,,,,http://www.flickr.com/photos/34427469121@N01/44751/,http://farm1.staticflickr.com/1/44751_f11d01ea38.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,f11d01ea38,f11d01ea38,jpg,0
83,44875,37996581325@N01,Matt+Westervelt,2003-03-04 13:16:58.0,1086854619,Canon+PowerShot+S45,street+furniture%21,%3Ca+href%3D%22http%3A%2F%2Fseattlewireless.net%2F%7Emattw%2Fgallery%2Falbums%2Fstreet-furniture%2FIMG_1142.sized.jpg%22%3Eseattlewireless.net%2F%7Emattw%2Fgallery%2Falbums%2Fstreet-furnitur...%3C%2Fa%3E,"seattle,streetfurniture",,-122.323746,47.625881,16.0,http://www.flickr.com/photos/37996581325@N01/44875/,http://farm1.staticflickr.com/1/44875_855520f467.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,855520f467,855520f467,jpg,0
84,44883,37996581325@N01,Matt+Westervelt,2004-06-10 01:05:04.0,1086854704,,street+furniture%21,%3Ca+href%3D%22http%3A%2F%2Fseattlewireless.net%2F%7Emattw%2Fgallery%2Falbums%2Fstreet-furniture%2FIMG_4640.sized.jpg%22%3Eseattlewireless.net%2F%7Emattw%2Fgallery%2Falbums%2Fstreet-furnitur...%3C%2Fa%3E,"seattle,streetfurniture",,-122.323778,47.625552,16.0,http://www.flickr.com/photos/37996581325@N01/44883/,http://farm1.staticflickr.com/1/44883_72378db328.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,72378db328,72378db328,jpg,0
85,44897,37996581325@N01,Matt+Westervelt,2003-03-07 18:57:40.0,1086855443,Canon+PowerShot+S45,out+my+window,%3Ca+href%3D%22http%3A%2F%2Fseattlewireless.net%2F%7Emattw%2Fgallery%2Falbums%2Fseattle%2FIMG_1332.sized.jpg%22%3Eseattlewireless.net%2F%7Emattw%2Fgallery%2Falbums%2Fseattle%2FIMG_133...%3C%2Fa%3E,,,,,,http://www.flickr.com/photos/37996581325@N01/44897/,http://farm1.staticflickr.com/1/44897_8ecdbb46a7.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,8ecdbb46a7,8ecdbb46a7,jpg,0
86,44899,37996581325@N01,Matt+Westervelt,2004-06-10 01:21:47.0,1086855707,,HackNight+Videoconferencing,%3Ca+href%3D%22http%3A%2F%2Fseattlewireless.net%2F%7Emattw%2Fgallery%2Falbums%2Fml%2FIMG_4930.sized.jpg%22%3Eseattlewireless.net%2F%7Emattw%2Fgallery%2Falbums%2Fml%2FIMG_4930.siz...%3C%2Fa%3E,,,-122.335301,47.623611,16.0,http://www.flickr.com/photos/37996581325@N01/44899/,http://farm1.staticflickr.com/1/44899_67f5e25201.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,67f5e25201,67f5e25201,jpg,0
87,45534,34427466731@N01,striatic,2004-06-09 04:59:56.0,1086942545,NIKON+E950,Television+Dragon,This+guy+was+sculpted+by+erin%27s+father+for+her+birthday%2C+and+has+a+collar+with+tags+that+we+still+need+to+have+engraved.%0D%0A%0D%0AHe+sits+on+top+of+our+television+to+remind+us+of+the+true+character+of+this+%27beestly++devyce%27%2C+while+the+%22Interpret+Nothing%22+poster+delivers+a+similar+message%2C+albiet+in+more+stark+terms.%0D%0A%0D%0AI+want+to+name+him+%27Ray%27%2C+%27cuz+TeeVees+have+cathode+ray+tubes.,"canada,dragon,fred+sneath,indoor,m5b1g7,ontario,photo,sculpture,still+life,toronto,unfound",,-79.3772,43.6603,16.0,http://www.flickr.com/photos/34427466731@N01/45534/,http://farm1.staticflickr.com/1/45534_e6f8b58f72.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,e6f8b58f72,e6f8b58f72,jpg,0
88,45994,44124266863@N01,dalydose,2004-06-11 14:56:46.0,1087002210,Canon+EOS+DIGITAL+REBEL,Some+kinda+berry,Does+anyone+know+what+kind+of+photogenic+berry+this+is%3F,"berries,burbank,canon+digital+rebel",,,,,http://www.flickr.com/photos/44124266863@N01/45994/,http://farm1.staticflickr.com/1/45994_2c1cee8d41.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,2c1cee8d41,2c1cee8d41,jpg,0
89,46155,37996652989@N01,moontan,2003-08-26 06:48:03.0,1087025332,PENTAX+Corporation+PENTAX+Optio+S,Small+Park+at+Gongzhufen+Station,This+is+a+small+resting+place+at+the+Princess+Tomb+%28Gongzhufen%29+Station+where+I+regularly+interchanged+on+my+way+to+the+centre.,"beijing,china,flora,outdoor,park,rest",,,,,http://www.flickr.com/photos/37996652989@N01/46155/,http://farm1.staticflickr.com/1/46155_0d67fdd7b5.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,0d67fdd7b5,0d67fdd7b5,jpg,0
90,46222,34427466731@N01,striatic,2004-06-12 06:08:39.0,1087045719,,skyProject%7EsunRise,the+sun+rises+on+toronto.%0D%0A%0D%0Afrom+the+roofdeck+of+the+neill-wycik+cooperative%2C+where+i+live.,"canada,component,landscape,m5b1g7,neill+wycik,ontario,outdoor,panorama,photo,sunrise,toronto,unfound",,-79.3772,43.6603,16.0,http://www.flickr.com/photos/34427466731@N01/46222/,http://farm1.staticflickr.com/1/46222_f78583abea.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,f78583abea,f78583abea,jpg,0
91,46228,34427466731@N01,striatic,2004-06-12 06:09:41.0,1087045781,,skyProject+%7E+sunRise,the+sun+rises+on+toronto.%0D%0A%0D%0A%3Ca+href%3D%22http%3A%2F%2Fphotos1.flickr.com%2F46228_8a6032c022_o.jpg%22+target%3D%22_blank%22%3EFull+Sized+Image%3C%2Fa%3E,"canada,cityproject,landscape,m5b1g7,my+%27good%27+images,neill+wycik,ontario,outdoor,panorama,photo,roofdeck,skyproject,sunrise,toronto,unfound",,-79.3772,43.6603,16.0,http://www.flickr.com/photos/34427466731@N01/46228/,http://farm1.staticflickr.com/1/46228_8a6032c022.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,8a6032c022,8a6032c022,jpg,0
92,46274,34427466731@N01,striatic,2004-06-12 07:27:31.0,1087050451,,skyProject+%7E+sunRise%2FmoonFade,the+sun+rises+as+the+moon+fades.%0A%0A%3Ca+href%3D%22http%3A%2F%2Fphotos1.flickr.com%2F46274_af487110af_o.jpg%22+target%3D%22_blank%22%3EFull+Sized+Image%3C%2Fa%3E,"canada,cityproject,landscape,m5b1g7,moon,my+%27good%27+images,ontario,outdoor,panorama,photo,roofdeck,sky,skyproject,sunrise,toronto,unfound",,-79.3772,43.6603,16.0,http://www.flickr.com/photos/34427466731@N01/46274/,http://farm1.staticflickr.com/1/46274_af487110af.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,af487110af,af487110af,jpg,0
93,46279,34427466731@N01,striatic,2004-06-12 07:55:18.0,1087052118,,skyProject+%7E+antenna+sunRise,sun+rises+through+an+antenna+on+the+roof+of+my+coop.+toronto.,"canada,cityproject,landscape,m5b1g7,my+%27good%27+images,neill+wycik,ontario,outdoor,panorama,photo,roofdeck,sky,skyproject,sunrise,toronto,unfound",,-79.3772,43.6603,16.0,http://www.flickr.com/photos/34427466731@N01/46279/,http://farm1.staticflickr.com/1/46279_0c30d2d4d4.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,0c30d2d4d4,0c30d2d4d4,jpg,0
