imdbid,videoid,description
tt0046754,q9sjo2J6hIk,The Count makes eye contact with Maria while she's dancing.
tt0046754,d35M7d-E_PY,"Harry introduces Maria to Kirk and Oscar, who pitches her on the idea of movie stardom."
tt0046754,EoikWLSsmRk,A drunken blonde accosts Maria at a party and demands to know which rich producer she plans to seduce.
tt0046754,zUCWPJk-XHk,"Faced with the news of Maria's father murdering her mother, Kirk and Oscar consider how best to keep the tragedy out of the headlines."
tt0046754,cJyhEAxnQ-U,Maria recalls her childhood and explains to Harry why she hates to wear shoes.
tt0046754,-VnQ_KpOBm4,"At Maria's funeral, Harry recalls how he first came to meet the woman who became the famous actress."
tt1001526,b2P-oU216V4,Megamind taunts Titan into a superpowered duel that gets hotter than he can handle.
tt1001526,MuG157PWMWI,"Titan forces Roxanne on a date, assuming she'll love him now that he's a superhero."
tt1001526,UayJYYeMANA,"Metro Man returns to fight Titan, but he's a little different than before."
tt1001526,svwcgrDZVPw,Megamind inadvertently catches Metro Man in the ultimate deathtrap.
tt2888046,-wwDqsmUkxQ,Ip Man fights Cheung Tin-chi for the future of Wing Chun.
tt2888046,nl5l8Vn3Syc,Ip Man and Cheun Tin-chi use their impressive Wing Chun skills to fight off henchmen.
tt1001526,a_hsjTExzbw,Megamind returns to rescue Roxanne from Titan.
tt1001526,Q7r3HIkBJcg,Megamind tries to intimidate Roxanne with hackneyed tricks.
tt1001526,GNAJWwqr8cM,Metro Man reveals how he faked death to become a terrible musician.
tt1001526,dwufX9GKI_4,"Megamind trains his new superhero, Titan."
tt1001526,zeGRvFbWbz8,Megamind recounts the loneliness of his childhood.
tt2888046,FIGj7z-7olo,Ip Man defends his son from Ma.
tt2888046,Abb6BQgz0N4,Ip Man uses the one inch punch against Cheung Tin-chi.
tt1001526,2Q7wnttjQgw,Megamind faces off against Titan for the last time.
tt2888046,VMGKsJi34Ac,Ip Man fights Triad leader Ma and his men.
tt2888046,O6Ap5AtXFbg,"In order to gain recognition, Cheung Tin-chi fights a series of high profile martial artists."
tt2888046,PhQsxcbo6gk,Ip Man fights Frank for three minutes.
tt2888046,W-KxBQyVfc0,Bruce Lee tries to convince Ip Man to train him.
tt2888046,b_fKzher8QQ,Ip Man is attacked by the Thai boxer while taking his wife home from the hospital.
tt2888046,3WksbH_r10U,Ip Man saves the school principal from Ma and his henchmen.
tt1860353,1SPMnqTUu1A,Chet encourages Turbo to finish the Indianapolis 500 before Guy Gagne does.
tt1860353,VuUzda9kvJA,"With his newfound powers, Turbo confronts the snails' nemesis."
tt1860353,spy6L78o3-A,"During a pit stop, Whiplash teaches Turbo a valuable lesson."
tt1860353,_Hxk9-WNdGQ,Turbo ends up in the middle of a street race and gets a dose of Nitrous.
tt1860353,gH1kstAfb5g,Turbo shows off his speed on the track.
tt1860353,XUcN9bf_jP0,Tito brings Turbo and Chet to a snail race.
tt1860353,pvACjy-tYFE,Turbo races for a tomato before the gardener and his lawn mower get it.
tt1860353,JkrovwTh2rw,Turbo races to save Chet from crows.
tt1860353,lJf8EW9800o,Turbo and Guy Gagne are neck-and-neck until a devastating crash.
tt1860353,j0c_RQDfjSM,Whiplash challenges Turbo to a death-defying race.
tt1386932,MTSpAVqgSso,Ip Man and the Twister square off in the ring.
tt1386932,rTy_mgJIIrk,Ip Man musters his strength to fight Twister.
tt1386932,-ZJZF6PuwxE,Ip Man acquires his first pupil by beating him in a fight.
tt1386932,8TTWKlJdWVE,The Twister starts a riot when he insults Chinese Boxing.
tt1386932,CyGOqLQTww0,Ip Man and Wong fight their way out of a dangerous situation.
tt1386932,9aR0JkmZLk0,Hung Chun-nam is willing to fight Twister to the death.
tt1386932,XkvSrgngUrw,Ip Man fights Master Hung Chun-nam.
tt1386932,8kcd603M8vA,Ip Man frees his protege Wong from a gang of martial artists.
tt1386932,SajgVNIRdn8,Ip Man competes against the local martial arts masters.
tt1386932,rA8NAlaMgPo,Hung Chun-nam fights heavyweight champion the Twister.
tt0097388,TXlioVAN41o,Tamara and Wayne try to entrap Mr. McCulloch.
tt0097388,hktlkG0QuKY,Jason hunts for Rennie and Sean through a diner in New York City.
tt0097388,b8t5kX7k0vQ,"Eva discovers Tamara dead, then runs into Jason."
tt0097388,CflcJ-HSA_Y,Jason chases Rennie and Sean onto the subway.
tt0097388,VhYxVXimdIw,Jason kills two junkies who kidnapped Rennie.
tt0097388,U74NUVSKuP0,Wayne discovers his classmates' corpses before being thrown to death by Jason.
tt0097388,-vT2ztIXioo,Jason takes out two amorous teens on a boat.
tt0097388,o6tz9pga4H4,Julius goes a full round with Jason.
tt0097388,jtSnHOkSJxM,Rennie exterminates Jason and sees his hopeless child-form at the same time.
tt0097388,Gdp4SEfQzy8,Jason drowns Charles in a barrel of sludge.
tt1220719,AVxDyv1h9Pw,The factory workers fight against Jin's gang of ruffians.
tt1220719,z1hLLDMkdlM,Master Jin mocks Ip Man's style.
tt1220719,Kv9ygN2B8WU,Ip Man demands to fight ten Japanese martial artists.
tt1220719,aXYTDZr_rmU,Ip Man accepts Master Lin's challenge to a private match.
tt1220719,Z2SdWJJWe4I,Jin challenges the local masters.
tt1220719,ciue6Puy53s,Japanese General Miura fights three Chinese martial artists at once.
tt1220719,CqsCkhbCUr4,Ip Man fights General Miura for the honor of the Chinese people.
tt1220719,gCRokIMgn1A,Ip Man agrees to train cotton factory workers.
tt1220719,wBHZhBnXRew,Lin fights Japanese martial artists for bags of rice.
tt1220719,kQosO29X9Bo,Ip Man defends his home from Japanese soldiers.
tt8695030,zfyDw7VR3Hg,Ronnie beheads three murdered teens to prevent them from reanimating as zombies.
tt8695030,PSW5cd8WVwM,Zombies raid the town while Hank and Bobby defend the hardware store.
tt8695030,khX9fjqlf40,Ronnie tells Cliff how he knew everything would end badly.
tt8695030,IuiKCwrTYO0,Zelda criticizes a zombie's fashion choices.
tt8695030,4_SBdgdCwDA,"The town drunk, Mallory O'Brien reanimates in the police station."
tt8695030,bICHpdNbsmU,Zelda is forced to behead two zombies.
tt8695030,AX-qpuOuDVg,Cliff and Ronnie are shocked when they see Zelda's exit strategy.
tt8695030,btVoaFC1Aqk,Cliff and Ronnie take on a cemetery full of zombies.
tt8695030,PNwyZMNu1gA,"A pair of coffee-loving zombies kill two diner employees, Fern and Lily."
tt8695030,iK03b228mmo,Cliff and Ronnie slaughter their way through the zombified town.
tt0045920,sw1tJoYrs7M,John demands the aliens release the townspeople.
tt0045920,sAvGdule3fA,The alien stalks John and Ellen after some mechanics go missing.
tt0045920,i4NRgUeziqA,John Putnam discovers an alien space ship.
tt0045920,8fHMMPXUE5I,Ellen and John watch a UFO fall from the sky.
tt0045920,aGMiaQISzq0,The aliens break free of the mines and travel home.
tt0045920,5ZCaXimXaxo,John is forced to fight the alien-possessed Ellen.
tt0045920,eeWPnGsY-Xc,John sees the aliens for the first time.
tt0045920,ge9ahoqNSLE,The townspeople form a posse to take out the alien-possessed Frank.
tt0045920,VohdBtnMchg,Frank stops Ellen's car with nefarious intent.
tt0045920,5lekLtatLl0,John and Ellen nearly hit an alien with their car.
tt7958736,Xq5eXYCKUF8,"Ma gets intimate with Andy in front of Maggie, his girlfriend."
tt7958736,X36kqKTClAg,"Maggie and Haley discover Genie, Ma's daughter."
tt7958736,4F5AGPMRwgw,"Ma buys booze for the teens, then calls Ben, one of their fathers."
tt7958736,8a2aEHT7v54,"Believing men to be dogs, Ma injects Ben with dog's blood."
tt7958736,aL4dQo8iBLo,"As the teens struggle to escape, Ma refuses to let go of them or the past."
tt7958736,tBOZNOYMHEg,Ma takes revenge on Mercedes with her truck.
tt7958736,O0PDEEFMUB4,Ma doesn't take crap from punk teens.
tt7958736,sMLop6XZBEw,Ma responds to Maggie's insult with roofied shots.
tt7958736,nqzkyfeS2Oo,Ma avenges her traumatic past upon her helpless captives.
tt2639336,Rf02bF9xoaY,Greta drugs and kidnaps Frances.
tt7958736,wTfbHs4HlPo,Ma's date takes a turn when Ben calls her out on hanging out with his underage son.
tt2639336,2s7POrgTTzg,Greta shows up at Frances' work.
tt2639336,0DPfRUFGaLE,Frances tries to escape during Greta's baking lesson.
tt2639336,DawumJOyTOU,Greta shows Frances that she'll be sticking around for a long time.
tt2639336,Nohgrc3m3z4,Greta drugs and attacks Inspector Cody with Chopin.
tt2639336,fV4ApYBVa3w,Frances finds herself locked in Greta's box for badly behaved girls.
tt2639336,c5IXZhctoV0,Erica.
tt2639336,pwidWMvvsVc,Frances and Erica free themselves from Greta.
tt2639336,qI14dmYhHGE,Frances finds the stash of purses that Greta uses to lure victims.
tt2639336,INGcULi_c2U,Greta stalks Erica while taunting Frances.
tt0068909,2WDIu8XbVD8,Cervantes transforms and reveals himself to the others as Don Quixote de La Mancha.
tt0068909,ALWV_EA6x8I,"Cervantes sings ""Man of La Mancha."""
tt0068909,v4U2mAwO6-4,Aldonza brings Don Quixote back by reminding him of his own inspirational words.
tt0068909,bD8bl3omDIU,Everyone bands together in faith as Cervantes and Panza leave prison.
tt0068909,14t7g8Yq8vE,"Aldonza is irritated as the men sing her a song and call her ""Little Bird."""
tt0068909,oo7VlD66ISM,Don Quixote sings a song of inspiration and unwavering determination.
tt0068909,QPDuZ_Wq7ZA,Don Quixote has a vision when he sees Aldonza and remembers Dulcinea.
tt0068909,Pl8E_9CTS1Y,Don Quixote is hypnotized by the Knight of the Mirrors.
tt0068909,0iUKZskQEso,Aldonza sings a song about her cynicism towards men and love.
tt10720210,d0ZOz1i5-PE,Joe Croaker and Bartle Bee fight over a mushroom.
tt10720210,g3kYdbqIwBE,Bartle Bee tries teaching Joe Croaker how to fly.
tt10720210,MVo83HAnysQ,Bartle Bee tries to impress Cosmo with her nunchuck skills.
tt10720210,LZ7Thv4ztjg,"Joe Croaker and Cosmo play an intense game of Rock, Paper, Scissors."
tt10720210,UhL24j9G3tc,Joe Croaker cheats to win a game of hide-and-seek.
tt10720210,AxGMySJ6ySc,Flutterby tries to prove she is a better dancer than a toy.
tt10720210,BCSe_CsI75w,Bartle Bee tries to help Joe Croaker lose some weight by getting him in shape.
tt10720210,msWWI02CG-o,"Using her nunchucks, Bartle Bee defends Cosmo from his disgruntled landlord."
tt6212136,h7iSkEafJ0o,The couple's built-up tension erupts over the course of a dinner party.
tt6212136,rIGsI26-Bg4,Franny gives Dan his Christmas present.
tt6212136,fnV93ymcOME,Franny and Dan wake up together for the first time as newlyweds.
tt6212136,dUMW1YRsWcY,Franny and Dan exchange their regrets and come to terms with their separation.
tt6212136,l3H-hjiT6wg,Franny and Dan have a pregnancy scare.
tt6212136,DqOU6NcRVe4,Franny gives into her feelings for Noah.
tt6212136,oRX8ramIWwI,"Noah tricks Franny into a ""date"" -which she thought was a company gathering."
tt6212136,JcF3Ay4sjss,Franny fantasizes about her stalker boss.
tt6212136,L38j8UMd4oM,Franny's mother consoles and gives her martial advice.
tt6212136,IXyMkCDTmfA,Franny meets her skeevy bosses on her first day at work.
tt7334528,YPXkzktz5oA,Dax has a recurring nightmare about the game that ruined basketball for him.
tt7334528,06qgu4XoNL4,The group persuades Big Fella to join the team just like the old times.
tt7334528,TvFCzrDQrD8,Uncle Drew reminds Dax of a game's true importance.
tt7334528,etixMqUt8Ak,"Dax loses his team to his rival, Mookie."
tt7334528,FC9AZFwoLVg,Boots motions are suddenly rekindled when his old teammates visit him in his retirement home.
tt7334528,K_NTydd3MqM,"Betty Lou tries to prevent her husband, Preacher, from leaving."
tt8426112,H4hjg6jAhOY,Joe fights a relentless Easter egg.
tt8426112,M5DZzTtbV1g,Joe and Cosmo battle each other in the sky.
tt7334528,7ML-9r4M_qk,The group goes from laughingstocks to it crowd through their dance-off.
tt8426112,jXReN1Nzlws,Joe finds himself on a wild bouncy ball ride.
tt8426112,0zHERbRFxTU,Cosmo wages a brutal nautical fight.
tt8426112,aRav_8OWESA,Joe takes drastic measures to get fruit from the tree.
tt8426112,kg3erAXOz34,Bartle Bee tries to stop Joe Croaker from hurting a rubber duck.
tt7334528,6q2aPotJP7w,Dax's dream team doesn't fare well against a girls basketball team.
tt7334528,bIpQoVucszI,Uncle Drew proves his extraordinary skills.
tt7334528,93qTzU2bNh8,"Dax tries to save a baby from being dunked by Preacher, but he gets baptized instead."
tt8426112,MlUEy_9s0D0,Joe has some ill-behaved fun with a slingshot he found.
tt8426112,Jye1gDePzgY,Joe gets into a sticky situation when he uses Cosmo's idea for getting on top of the tree.
tt8426112,I7pEk2hB5OQ,Bartle Bee helps McBroom find the best assistant for carrying his dung balls.
tt8426112,wNRvgeiaVXA,The insects team up to save Joe from a dinosaur balloon.
tt6806448,uTOoWlYv95w,Hobbs and Shaw chase Brixton and Hattie down a building.
tt6806448,CFqO1y01qjs,Hobbs rallies Samoa's warriors to battle Brixton.
tt6806448,xcTK6uPPiAo,Hobbs and Shaw clobber goons as they head through the Eteon facility.
tt6806448,sfgNK5f04iY,Hobbs and Shaw outsmart and overpower Brixton's chopper.
tt6806448,1afS6fOeldc,"Hobbs, Shaw, and Hattie escape from Brixton's base."
tt6806448,W9Rb6wHuQXU,Hobbs and Shaw talk smack to Brixton before Hattie makes her move.
tt6806448,R8JjTOsPHo4,Hobbs and Shaw have their final showdown Brixton.
tt6806448,dapP5W153YE,Hobbs' brothers help him and Shaw chain themselves to Brixton's helicopter.
tt6806448,v8CflcvxDJo,"Brixton pursues Shaw, Hobbs, and Hattie on a motorcycle."
tt6806448,qabChviGItk,Hobbs and Shaw face off Brixton.
tt8426846,I7-GvXsr40k,The gang traps Joe after mistaking him for a monster.
tt8426846,40NyqKryTUU,Joe becomes infatuated with a fantastic smelling plant.
tt8426846,_myZeGUaveU,Cosmo and Bartle Bee race to save Joe as he rolls down a hill in a can.
tt8426846,hv_mYkUEGko,Joe takes flight with the help of a kite.
tt8426846,S0pCBDjC9Wk,Joe gets a fish bone stuck in his throat.
tt8426846,J9Sz39odDjw,Smelling a certain plant makes Cosmo hyper aggressive.
tt8426846,7ygAdJYS9m0,Joe steals Cosmo's car and cheese.
tt0092605,jUkqho3OUos,"When Verne tells J.C. that her well has run dry, she suffers a nervous breakdown."
tt0092605,4YPxIpLpLRM,J.C. walks in to find Eve naked with a stranger and promptly fires her.
tt0092605,rwr1IzFzjqA,"J.C. interviews prospective nannies, settling on the innocent but clueless Eve."
tt0092605,GEB8rnOevpY,"While changing her tire, J.C. tells Dr. Cooper about her plan to get out of town, until he surprises her with a kiss."
tt0092605,hgLkypdC6wo,J.C. struggles to change a diaper with little help from Steven.
tt8426846,yjrvJkWU_5k,"Joe tries his hand at bungee jumping, only to realize he's scared of heights."
tt8426846,UGfYt2Ufipw,Joe struggles to get a stamp off of his butt.
tt0092605,Mm9Y9JEmekY,"J.C. meets Mrs. Atwood at the airport and picks up an ""inheritance"" in the form of her cousin's baby."
tt0092605,_OaOalM_tcY,J.C. runs into some obnoxious yuppies at the general store and gets some ideas for her homemade baby food.
tt0092605,tSpOMNC3WtQ,"After discovering that the baby might be sick, J.C. takes her temperature the hard way."
tt0092605,nAqJV2olXN0,Dr. Cooper kisses J.C. in the kitchen and she admits he's the only man who doesn't make her nervous.
tt8426846,AryZBe8C69U,Joe gets stuck in a can.
tt0092605,AAByjopE2GE,J.C. and Steven learn the hard way that babies don't care for linguini.
tt0092605,adxwpSdHj90,"J.C. opens up to Dr. Cooper about her sex life, unaware that he's a veterinarian."
tt0092605,rlMANFZdCkk,"Late for her lunch meeting, J.C. drops her new baby off at the coat check."
tt7207158,fyOv0TB4lXU,Joe Croaker tries to fly like his insect friends.
tt2872518,QtVEk0oKtkM,Sophia asks Mack to sit in divine judgment over sinners and his family.
tt2872518,J90JKBCDzSs,Mack arrives at the shack to confront his child's murderer.
tt2872518,gHJwn_JEazA,"Mack meets Papa, Jesus, and Sarayu."
tt2872518,536GqWYOHdI,Mack buries his daughter.
tt2872518,t_9GTwEOdkY,"Mack sees souls in heaven, including that of his abusive father."
tt2872518,6Mr9bQJEuN0,Sarayu teaches Mack about the intersection of good and evil.
tt2872518,ns7B5fzH11c,Mack receives word about his daughter's kidnapper.
tt2872518,gjuizikJ2bk,Papa instructs Mack to forgive his daughter's killer.
tt2872518,K2NNznJJadY,Mack races to save his kids from drowning.
tt2872518,VRuV5oMqkDg,Jesus talks Mack down when he begins to literally sink into his fear and despair.
tt7207158,3cBAmkzKEBU,Joe Croaker and his friends are determined to break open a nut.
tt7207158,gJDpyQ1Efto,Joe Croaker's solo performance ends poorly for everybody.
tt7207158,NKewr9uDDck,The insects get back at Joe Croaker for his whistling pranks.
tt7207158,StUN1G5filU,"Joe Croaker fights for a pill full of poop, believing it to be candy."
tt7207158,iKi2wYZNAnE,Joe Croaker decides to save his friend Cosmo from a toy crocodile.
tt7207158,kFuzbEylajA,Bartle Bee gets involuntary chiropractic treatment for his neck by his friends.
tt7207158,tHHqfGeeXps,Joe Croaker pits his strength against McBroom the dung beetle.
